@relation bank-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute job {admin.,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,unknown}
@attribute marital {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,telephone,unknown}
@attribute day numeric
@attribute month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
0.161765,self-employed,married,secondary,no,0.068254,yes,no,cellular,0.4,apr,0.050976,0.061224,0,0,unknown,no
0.117647,admin.,single,secondary,no,0.044671,no,yes,cellular,0.666667,jul,0.057266,0,0,0,unknown,no
0.441176,management,divorced,tertiary,no,0.076281,yes,yes,unknown,0.533333,nov,0.017213,0,0.119266,0.08,other,no
0.117647,services,single,secondary,no,0.047167,yes,no,unknown,0.1,jun,0.055611,0.020408,0,0,unknown,no
0.470588,blue-collar,married,secondary,no,0.046617,yes,no,cellular,0.2,may,0.043694,0,0.412844,0.04,failure,no
0.191176,admin.,divorced,secondary,yes,0.044536,yes,yes,cellular,0.566667,may,0.025819,0.040816,0.417431,0.08,other,no
0.161765,blue-collar,single,secondary,no,0.045476,yes,no,unknown,0.5,may,0.039391,0,0,0,unknown,no
0.205882,admin.,married,secondary,no,0.110267,yes,no,cellular,0.633333,nov,0.035088,0,0,0,unknown,no
0.117647,blue-collar,single,primary,no,0.043409,yes,no,unknown,0.966667,may,0.126117,0.081633,0,0,unknown,no
0.823529,retired,divorced,secondary,no,0.062469,no,no,cellular,0.566667,dec,0.136048,0.122449,0,0,unknown,yes
0.264706,services,divorced,secondary,no,0.051046,yes,no,cellular,0.033333,feb,0.02284,0,0,0,unknown,no
0.25,technician,single,secondary,no,0.064885,yes,no,unknown,0.5,jun,0.079113,0.020408,0,0,unknown,no
0.264706,blue-collar,married,secondary,no,0.046228,yes,no,unknown,0.266667,may,0.044025,0.020408,0,0,unknown,no
0.235294,management,married,tertiary,no,0.044577,yes,no,unknown,0.733333,may,0.016882,0.061224,0,0,unknown,no
0.191176,services,married,secondary,no,0.035986,yes,yes,cellular,0.633333,apr,0.004634,0.081633,0,0,unknown,no
0.191176,admin.,single,secondary,no,0.046026,no,yes,cellular,0.5,jul,0.083085,0.020408,0,0,unknown,no
0.235294,admin.,married,primary,no,0.047006,yes,no,cellular,0.333333,may,0.030122,0,0,0,unknown,no
0.176471,blue-collar,married,primary,no,0.044496,yes,yes,cellular,0.3,jul,0.03575,0,0,0,unknown,no
0.132353,blue-collar,single,secondary,no,0.101234,yes,yes,cellular,0.133333,may,0.066534,0.020408,0,0,unknown,no
0.117647,services,married,secondary,no,0.045194,yes,no,cellular,0.566667,may,0.030785,0,0.425459,0.04,failure,no
0.044118,student,single,unknown,no,0.051838,no,no,cellular,0.033333,sep,0.049652,0,0,0,unknown,no
0.235294,blue-collar,married,primary,no,0.048469,yes,no,cellular,0.4,may,0.043363,0.020408,0.425459,0.08,failure,no
0.735294,retired,married,primary,no,0.052241,no,no,cellular,0.433333,aug,0.07481,0,0,0,unknown,no
0.264706,entrepreneur,single,tertiary,no,0.06416,yes,yes,cellular,0.533333,nov,0.114201,0,0,0,unknown,no
0.382353,admin.,single,secondary,no,0.044469,yes,no,cellular,0.233333,may,0.011255,0,0,0,unknown,no
0.411765,management,married,tertiary,no,0.045932,yes,no,cellular,0.7,jul,0.087388,0,0,0,unknown,no
0.485294,management,married,tertiary,no,0.044322,yes,no,cellular,0.333333,may,0.029791,0.061224,0,0,unknown,no
0.205882,services,married,secondary,no,0.045677,yes,no,cellular,0.9,jul,0.085733,0.020408,0,0,unknown,no
0.602941,blue-collar,married,primary,no,0.051087,no,no,cellular,0.566667,aug,0.220788,0.061224,0,0,unknown,yes
0.205882,management,divorced,secondary,no,0.069932,yes,yes,unknown,0.033333,jun,0.063886,0,0,0,unknown,no
0.367647,admin.,married,secondary,no,0.076724,yes,no,cellular,0.9,jan,0.058259,0.020408,0,0,unknown,no
0.279412,entrepreneur,married,secondary,no,0.05612,no,no,cellular,0.633333,nov,0.148295,0.020408,0,0,unknown,no
0.514706,entrepreneur,married,secondary,no,0.053234,yes,no,unknown,0.466667,may,0.115194,0,0,0,unknown,no
0.191176,unemployed,divorced,primary,no,0.044469,no,no,cellular,0.466667,jul,0.056604,0.061224,0,0,unknown,no
0.205882,technician,married,secondary,no,0.044469,yes,yes,cellular,0.6,nov,0.052632,0.020408,0,0,unknown,no
0.529412,services,divorced,secondary,no,0.047395,yes,no,unknown,0.933333,may,0.064879,0.020408,0,0,unknown,no
0.470588,blue-collar,married,primary,no,0.112254,no,yes,unknown,0.5,jun,0.023502,0.122449,0,0,unknown,no
0.426471,blue-collar,married,secondary,no,0.054415,yes,no,cellular,0.5,apr,0.073817,0,0,0,unknown,no
0.264706,services,single,secondary,no,0.058563,yes,no,cellular,0.066667,feb,0.192651,0.040816,0,0,unknown,no
0.205882,services,single,secondary,no,0.043718,no,yes,cellular,0.3,jul,0.038067,0.081633,0,0,unknown,no
0.161765,blue-collar,married,primary,no,0.044483,yes,yes,telephone,0.7,jul,0.025157,0.020408,0,0,unknown,no
0.352941,blue-collar,married,primary,no,0.043154,yes,yes,cellular,0.366667,may,0.03575,0.020408,0.379587,0.12,other,no
0.441176,technician,married,secondary,no,0.107113,yes,no,unknown,0.6,may,0.041708,0.020408,0,0,unknown,no
0.514706,unemployed,married,primary,no,0.051731,yes,no,cellular,0.066667,feb,0.077127,0.040816,0,0,unknown,no
0.176471,unemployed,married,tertiary,no,0.148414,no,no,cellular,0.833333,aug,0.123469,0.142857,0,0,unknown,no
0.514706,unknown,married,unknown,no,0.056482,no,no,cellular,0.2,oct,0.109566,0,0,0,unknown,yes
0.25,unemployed,married,secondary,no,0.042738,yes,no,cellular,0.933333,jul,0.038729,0.040816,0,0,unknown,no
0.161765,admin.,married,secondary,no,0.044469,no,no,cellular,0.466667,jul,0.040715,0.081633,0,0,unknown,no
0.117647,technician,single,secondary,no,0.04659,no,no,unknown,0,jul,0.213836,0.020408,0,0,unknown,yes
0.161765,admin.,married,secondary,no,0.046107,yes,no,unknown,0.5,may,0.034095,0,0,0,unknown,no
0.161765,blue-collar,married,secondary,no,0.053503,yes,no,unknown,0.633333,may,0.200596,0.020408,0,0,unknown,no
0.235294,technician,divorced,secondary,no,0.044469,no,no,cellular,0.8,aug,0.039722,0.061224,0,0,unknown,no
0.205882,services,divorced,secondary,no,0.049986,yes,no,unknown,0.233333,may,0.070175,0,0,0,unknown,no
0.352941,blue-collar,divorced,primary,no,0.043167,yes,yes,cellular,1,jul,0.245945,0.061224,0,0,unknown,no
0.323529,blue-collar,married,secondary,no,0.041556,yes,no,cellular,0.333333,may,0.102284,0,0.401376,0.12,other,no
0.323529,management,divorced,tertiary,no,0.112079,no,no,cellular,0.733333,apr,0.082092,0.163265,0.213303,0.2,other,yes
0.397059,admin.,divorced,secondary,no,0.074429,no,no,cellular,0.4,feb,0.038729,0,0,0,unknown,yes
0.514706,blue-collar,married,secondary,no,0.031959,yes,no,unknown,0.2,may,0.263158,0,0,0,unknown,no
0.191176,management,married,tertiary,no,0.056724,yes,no,cellular,0.733333,jun,0.290963,0,0.774083,0.16,failure,no
0.161765,technician,single,tertiary,no,0.047637,yes,no,unknown,0.5,may,0.063886,0,0,0,unknown,no
0.308824,entrepreneur,married,primary,no,0.044469,yes,no,cellular,0.333333,jul,0.088381,0.020408,0,0,unknown,no
0.161765,blue-collar,married,primary,no,0.079113,no,no,unknown,0.366667,may,0.071831,0.020408,0,0,unknown,no
0.117647,admin.,married,secondary,no,0.053046,no,yes,cellular,0.433333,jul,0.079113,0.040816,0,0,unknown,no
0.323529,blue-collar,married,primary,no,0.055865,yes,no,unknown,0.466667,may,0.022509,0,0,0,unknown,no
0.514706,services,married,secondary,no,0.04965,yes,no,cellular,0.033333,aug,0.049983,0.020408,0,0,unknown,no
0.191176,management,single,tertiary,no,0.060818,yes,no,telephone,0.9,jan,0.021847,0.020408,0,0,unknown,no
0.176471,management,married,tertiary,no,0.079408,yes,no,cellular,0.333333,feb,0.09136,0.061224,0,0,unknown,yes
0.338235,blue-collar,married,secondary,no,0.032107,yes,no,unknown,0.833333,may,0.036743,0.020408,0,0,unknown,no
0.426471,admin.,married,primary,no,0.052617,no,no,unknown,0.633333,jun,0.008275,0.020408,0,0,unknown,no
0.220588,blue-collar,married,primary,no,0.04553,yes,no,cellular,0.433333,may,0.133069,0.020408,0,0,unknown,no
0.529412,technician,divorced,secondary,no,0.045288,yes,yes,cellular,0.8,aug,0.036081,0.040816,0,0,unknown,no
0.441176,technician,married,secondary,no,0.059113,no,no,telephone,0.966667,jul,0.014234,0.020408,0,0,unknown,no
0.397059,management,divorced,tertiary,no,0.054442,no,no,unknown,0.133333,jun,0.010593,0.020408,0,0,unknown,no
0.411765,entrepreneur,married,unknown,no,0.047275,yes,no,unknown,0.166667,may,0.043363,0.020408,0,0,unknown,no
0.073529,management,single,tertiary,no,0.046778,no,no,cellular,0.066667,jul,0.020854,0.020408,0,0,unknown,no
0.573529,entrepreneur,married,secondary,no,0.044496,no,no,unknown,0.5,jun,0.225091,0,0,0,unknown,no
0.191176,management,single,tertiary,no,0.04502,no,no,cellular,0.666667,aug,0.225753,0.081633,0,0,unknown,yes
0.088235,student,single,secondary,no,0.059449,yes,no,cellular,0.033333,mar,0.054949,0.040816,0,0,unknown,no
0.441176,blue-collar,married,secondary,no,0.043731,no,no,unknown,0.533333,jun,0.048328,0.040816,0,0,unknown,no
0.588235,retired,divorced,secondary,no,0.122925,no,no,cellular,0.433333,may,0.349553,0.020408,0,0,unknown,yes
0.161765,management,single,tertiary,no,0.048885,yes,no,unknown,0.166667,jun,0.03906,0.306122,0,0,unknown,no
0.397059,blue-collar,married,secondary,no,0.0511,yes,no,unknown,0.833333,may,0.238332,0,0,0,unknown,no
0.338235,management,married,unknown,no,0.064858,no,no,cellular,0.6,oct,0.07481,0,0.106651,0.04,success,yes
0.264706,entrepreneur,married,tertiary,no,0.080509,no,no,unknown,0.633333,jun,0.060576,0.020408,0,0,unknown,no
0.367647,blue-collar,married,primary,no,0.044281,yes,yes,unknown,0.6,may,0.057928,0.061224,0,0,unknown,no
0.441176,services,married,secondary,no,0.120616,no,yes,cellular,0.1,aug,0.116849,0.040816,0,0,unknown,no
0.323529,blue-collar,married,secondary,no,0.064053,no,no,unknown,0.133333,jun,0.025819,0,0,0,unknown,no
0.426471,technician,married,tertiary,no,0.044469,no,no,telephone,0.833333,aug,0.056935,0.285714,0,0,unknown,no
0.176471,management,married,secondary,no,0.052858,yes,no,cellular,0.2,apr,0.139027,0,0.159404,0.04,failure,no
0.264706,student,married,unknown,no,0.044469,no,no,unknown,0.566667,jun,0.036743,0,0,0,unknown,no
0.470588,services,married,secondary,no,0.056107,yes,no,cellular,0.066667,feb,0.057266,0.020408,0.243119,0.12,failure,no
0.897059,retired,married,secondary,no,0.155931,no,no,telephone,0.266667,jun,0.234359,0,0.074541,0.48,failure,yes
0.191176,management,single,tertiary,no,0.046496,yes,no,unknown,0.166667,may,0.037736,0,0,0,unknown,no
0.426471,services,married,primary,yes,0.036644,yes,no,unknown,0.033333,jun,0.006951,0.122449,0,0,unknown,no
0.441176,blue-collar,married,tertiary,no,0.068415,no,no,unknown,0.366667,jun,0.247931,0,0,0,unknown,no
0.161765,management,married,tertiary,no,0.086536,yes,no,cellular,0.533333,jul,0.039722,0,0,0,unknown,no
0.117647,self-employed,single,secondary,no,0.045127,yes,no,cellular,0.966667,jan,0.067527,0.020408,0,0,unknown,no
0.220588,technician,married,secondary,no,0.039825,no,no,cellular,0.4,aug,0.043694,0.061224,0,0,unknown,no
0.441176,management,married,secondary,no,0.066254,yes,no,cellular,0.6,nov,0.356504,0.020408,0,0,unknown,yes
0.426471,management,married,tertiary,no,0.045275,no,no,telephone,0.2,may,0.123138,0.020408,0.389908,0.28,failure,no
0.308824,services,married,secondary,no,0.044697,no,no,cellular,0.1,jun,0.024495,0,0,0,unknown,no
0.279412,blue-collar,married,secondary,no,0.071422,yes,no,cellular,0.566667,nov,0.115856,0,0,0,unknown,no
0.397059,blue-collar,married,primary,no,0.045691,yes,no,cellular,0.166667,may,0.008275,0,0.409404,0.08,failure,no
0.323529,entrepreneur,married,tertiary,no,0.046764,yes,no,cellular,0.6,nov,0.067858,0,0.220183,0.16,failure,no
0.132353,management,single,tertiary,no,0.058254,yes,no,cellular,0.433333,may,0.142006,0,0,0,unknown,no
0.470588,services,married,unknown,no,0.122334,yes,no,unknown,0.933333,may,0.047335,0.020408,0,0,unknown,no
0.205882,blue-collar,divorced,primary,no,0.046375,yes,no,telephone,0.333333,may,0.012248,0.020408,0.345183,0.2,failure,no
0.102941,management,single,tertiary,no,0.047221,no,no,unknown,0.833333,may,0.035419,0,0,0,unknown,no
0.220588,admin.,single,secondary,no,0.055905,no,no,cellular,0.433333,apr,0.034426,0.020408,0,0,unknown,no
0.117647,blue-collar,married,secondary,yes,0.03663,yes,no,cellular,0.2,may,0.134724,0.020408,0,0,unknown,no
0.338235,self-employed,married,secondary,no,0.045771,no,no,cellular,0.3,jul,0.034426,0.020408,0,0,unknown,no
0.382353,admin.,married,secondary,no,0.047207,yes,no,cellular,0.066667,jun,0.072824,0.020408,0,0,unknown,yes
0.176471,technician,single,secondary,no,0.052899,yes,no,unknown,0.366667,may,0.357167,0.020408,0,0,unknown,no
0.191176,management,single,tertiary,no,0.048644,no,no,unknown,0.366667,may,0.249255,0.020408,0,0,unknown,yes
0.294118,blue-collar,married,primary,no,0.065462,no,no,unknown,0.533333,jun,0.017544,0,0,0,unknown,no
0.102941,blue-collar,single,secondary,no,0.055959,yes,yes,cellular,0.966667,jul,0.030122,0.081633,0,0,unknown,no
0.308824,management,single,tertiary,no,0.064724,no,no,cellular,0.466667,mar,0.046342,0.020408,0.143349,0.04,failure,no
0.485294,services,married,secondary,no,0.03255,no,no,cellular,0.5,jul,0.043363,0,0,0,unknown,no
0.308824,technician,single,tertiary,no,0.047503,no,no,cellular,0.466667,jan,0.056935,0.020408,0,0,unknown,no
0.426471,technician,married,secondary,no,0.046174,no,yes,cellular,0.2,aug,0.172128,0.081633,0,0,unknown,no
0.176471,services,married,secondary,no,0.050013,yes,no,unknown,0.4,may,0.020192,0,0,0,unknown,no
0.117647,admin.,married,secondary,no,0.053999,yes,yes,cellular,0.166667,may,0.21483,0,0.384174,0.08,success,yes
0.411765,technician,married,secondary,no,0.061019,yes,no,unknown,0.333333,sep,0.028798,0,0.115826,0.08,other,yes
0.132353,management,single,secondary,no,0.046764,no,no,cellular,0.3,mar,0.02946,0,0,0,unknown,yes
0.308824,management,divorced,tertiary,no,0.045395,yes,no,cellular,0.166667,may,0.165177,0.020408,0.322248,0.08,failure,no
0.220588,admin.,married,secondary,no,0.06459,yes,no,cellular,0.4,apr,0.060245,0,0.376147,0.08,failure,no
0.147059,self-employed,married,tertiary,no,0.05455,yes,no,unknown,0.733333,may,0.038729,0.020408,0,0,unknown,no
0.25,management,married,tertiary,no,0.045288,no,yes,cellular,0.6,aug,0.148295,0.020408,0,0,unknown,no
0.941176,retired,married,primary,no,0.050174,no,no,telephone,0.7,jun,0.290963,0,0.161697,0.04,failure,yes
0.529412,services,divorced,primary,no,0.083704,yes,no,unknown,0.466667,may,0.033102,0.020408,0,0,unknown,no
0.352941,management,divorced,tertiary,no,0.045798,no,no,cellular,0.933333,jan,0.00662,0.040816,0,0,unknown,no
0.058824,student,single,secondary,no,0.058174,no,no,telephone,0.6,jun,0.024826,0.163265,0,0,unknown,no
0.367647,technician,married,tertiary,no,0.059852,no,no,cellular,0.1,jul,0.057597,0.020408,0,0,unknown,no
0.573529,blue-collar,married,primary,no,0.054952,yes,no,cellular,0.466667,may,0.023171,0.020408,0,0,unknown,no
0.147059,admin.,single,secondary,no,0.063905,no,no,cellular,0.3,mar,0.070506,0,0.212156,0.28,other,no
0.161765,management,single,tertiary,no,0.052576,no,yes,cellular,0.033333,feb,0.155909,0,0,0,unknown,no
0.147059,admin.,single,secondary,no,0.041865,yes,no,cellular,0.2,may,0.040715,0,0,0,unknown,no
0.323529,technician,married,secondary,no,0.044469,no,no,cellular,0.333333,mar,0.032109,0,0,0,unknown,no
0.235294,housemaid,married,primary,no,0.044469,yes,no,cellular,0.433333,jul,0.111221,0.040816,0,0,unknown,no
0.176471,technician,single,secondary,no,0.05808,yes,no,cellular,0.733333,jul,0.050976,0.061224,0,0,unknown,no
0.117647,admin.,single,tertiary,no,0.045449,no,no,cellular,0.933333,jan,0.078782,0,0,0,unknown,no
0.411765,services,married,secondary,no,0.079328,yes,no,unknown,0.5,may,0.105594,0,0,0,unknown,no
0.5,self-employed,married,tertiary,no,0.07973,yes,yes,unknown,0.5,jun,0.004634,0.591837,0,0,unknown,no
0.220588,management,married,tertiary,no,0.070053,yes,no,cellular,0.433333,jul,0.021185,0.040816,0,0,unknown,no
0.220588,blue-collar,married,primary,no,0.040187,yes,yes,cellular,0.266667,jul,0.043032,0.061224,0,0,unknown,no
0.25,management,married,tertiary,no,0.040496,yes,no,cellular,0.433333,may,0.036081,0.040816,0,0,unknown,no
0.308824,technician,married,secondary,no,0.046738,yes,no,cellular,0.566667,aug,0.01291,0.061224,0,0,unknown,no
0.264706,self-employed,single,tertiary,no,0.051932,no,no,unknown,0.533333,jun,0.064879,0.020408,0,0,unknown,no
0.676471,retired,divorced,unknown,no,0.048496,no,no,cellular,0.033333,aug,0.079775,0.020408,0,0,unknown,no
0.5,technician,divorced,secondary,no,0.05455,yes,no,unknown,0.5,may,0.112214,0.061224,0,0,unknown,no
0.132353,technician,single,secondary,no,0.04616,no,no,cellular,0.066667,mar,0.074479,0,0,0,unknown,no
0.205882,technician,divorced,tertiary,no,0.039288,yes,no,unknown,0.733333,may,0.174115,0,0,0,unknown,no
0.544118,blue-collar,married,primary,no,0.049556,no,no,cellular,0.4,aug,0.017875,0.081633,0,0,unknown,no
0.382353,self-employed,married,secondary,no,0.053946,no,no,cellular,0.966667,apr,0.024495,0.020408,0.202982,0.04,success,no
0.294118,technician,married,secondary,no,0.166897,no,no,unknown,0.133333,jun,0.047335,0,0,0,unknown,no
0.132353,management,single,tertiary,no,0.064147,yes,no,cellular,0.8,jul,0.011917,0,0,0,unknown,no
0.25,blue-collar,married,primary,no,0.044469,yes,no,cellular,0.566667,nov,0.203244,0.020408,0,0,unknown,no
0.323529,blue-collar,married,primary,no,0.057234,yes,no,cellular,0.633333,apr,0.006289,0.061224,0,0,unknown,no
0.397059,admin.,married,secondary,no,0.049409,no,no,cellular,0.633333,aug,0.095664,0,0.104358,0.16,other,yes
0.323529,blue-collar,married,secondary,no,0.046093,yes,no,cellular,0.4,may,0.003972,0.102041,0.202982,0.2,other,no
0.588235,services,married,secondary,no,0.047207,no,no,cellular,0.733333,jul,0.093347,0.020408,0,0,unknown,no
0.073529,admin.,married,secondary,no,0.048483,yes,no,cellular,0.166667,may,0.067858,0,0.369266,0.04,failure,no
0.220588,management,married,tertiary,no,0.100442,yes,no,unknown,0.666667,may,0.308176,0,0,0,unknown,no
0.308824,blue-collar,married,primary,no,0.039973,yes,no,unknown,0.866667,may,0.08474,0,0,0,unknown,no
0.338235,admin.,married,secondary,no,0.086952,yes,no,unknown,0.5,jun,0.097319,0.061224,0,0,unknown,no
0.455882,services,married,secondary,no,0.047879,yes,no,cellular,0.466667,apr,0.130089,0.020408,0.387615,0.04,failure,no
0.088235,management,single,tertiary,no,0.051892,yes,no,cellular,0.533333,sep,0.036081,0.061224,0.550459,0.04,failure,no
0.470588,services,divorced,secondary,no,0.051422,yes,no,telephone,0.533333,nov,0.023833,0,0,0,unknown,no
0.455882,management,married,tertiary,no,0.04561,no,yes,cellular,0,jun,0.045349,0,0,0,unknown,no
0.264706,blue-collar,married,unknown,no,0.052563,yes,no,unknown,0.733333,may,0.254551,0.020408,0,0,unknown,no
0.029412,services,single,secondary,no,0.049315,no,no,telephone,0.133333,jun,0.10758,0,0.110092,0.04,other,no
0.485294,blue-collar,married,secondary,no,0.043154,yes,no,unknown,0.2,may,0.138696,0,0,0,unknown,no
0.529412,retired,married,primary,no,0.103851,no,no,cellular,0.133333,aug,0.020854,0.061224,0,0,unknown,no
0.102941,technician,single,secondary,no,0.079502,yes,yes,unknown,0.033333,jun,0.205892,0,0,0,unknown,no
0.279412,technician,married,tertiary,no,0.087878,no,no,cellular,0.566667,nov,0.190003,0.020408,0,0,unknown,yes
0.191176,blue-collar,married,secondary,no,0.053691,yes,no,unknown,0.266667,may,0.018868,0,0,0,unknown,no
0.176471,blue-collar,married,secondary,no,0.052939,yes,no,unknown,0.733333,may,0.080768,0.061224,0,0,unknown,no
0.220588,technician,single,secondary,no,0.049046,no,yes,cellular,0.933333,jan,0.043694,0,0.301606,0.12,failure,no
0.205882,technician,single,tertiary,no,0.048711,no,no,cellular,0.666667,aug,0.040384,0.040816,0,0,unknown,no
0.235294,technician,married,secondary,no,0.044496,no,no,telephone,0.9,jan,0.21483,0.040816,0,0,unknown,no
0.367647,management,married,unknown,no,0.05004,yes,no,telephone,0.433333,may,0.000993,0.122449,0,0,unknown,no
0.426471,management,divorced,tertiary,no,0.051274,yes,no,cellular,0.266667,apr,0.173452,0,0,0,unknown,no
0.147059,blue-collar,married,secondary,no,0.056711,yes,no,cellular,0.4,may,0.258524,0,0,0,unknown,no
0.455882,management,married,tertiary,no,0.044469,no,no,cellular,0.266667,jul,0.079113,0.081633,0,0,unknown,no
0.264706,blue-collar,married,primary,no,0.044966,yes,no,cellular,0.4,may,0.00662,0.020408,0.416284,0.04,other,no
0.367647,admin.,single,secondary,no,0.078348,no,no,unknown,0.6,jun,0.025819,0,0,0,unknown,no
0.25,unemployed,single,tertiary,no,0.165528,yes,no,unknown,0.333333,jun,0.313803,0.040816,0,0,unknown,no
0.441176,blue-collar,divorced,unknown,no,0.044993,yes,no,cellular,0.4,may,0.007613,0.081633,0,0,unknown,no
0.176471,blue-collar,married,secondary,no,0.044469,yes,no,unknown,0.133333,may,0.046011,0,0,0,unknown,no
0.441176,technician,divorced,secondary,no,0.048026,yes,no,unknown,0.366667,may,0.089374,0.102041,0,0,unknown,no
0.235294,blue-collar,single,secondary,no,0.044469,yes,no,cellular,0.5,apr,0.387289,0,0.396789,0.16,other,yes
0.558824,admin.,divorced,unknown,no,0.098321,no,no,cellular,0.633333,nov,0.301556,0,0,0,unknown,no
0.338235,blue-collar,married,primary,no,0.064872,yes,no,cellular,0.133333,feb,0.036743,0,0,0,unknown,no
0.25,blue-collar,divorced,secondary,no,0.04259,yes,no,unknown,0.833333,may,0.072162,0.020408,0,0,unknown,no
0.823529,retired,divorced,primary,no,0.055905,no,no,cellular,0.466667,mar,0.111552,0,0,0,unknown,no
0.279412,blue-collar,single,secondary,no,0.052227,yes,no,unknown,0.666667,may,0.03575,0.020408,0,0,unknown,no
0.308824,blue-collar,married,primary,yes,0.044469,yes,no,unknown,0.166667,may,0.019861,0.020408,0,0,unknown,no
0.279412,services,single,secondary,no,0.07471,yes,no,cellular,0.4,may,0.308838,0.040816,0,0,unknown,yes
0.220588,management,single,tertiary,no,0.060187,yes,no,cellular,0.3,jul,0.041377,0,0,0,unknown,no
0.147059,technician,single,tertiary,no,0.050536,yes,no,cellular,0.333333,may,0.018206,0,0,0,unknown,no
0.132353,admin.,married,secondary,no,0.043167,yes,no,cellular,0.933333,jan,0.024826,0,0.259174,0.08,success,no
0.882353,retired,married,secondary,no,0.108066,no,no,telephone,0.266667,jul,0.048659,0.081633,0,0,unknown,no
0.470588,admin.,divorced,secondary,no,0.050738,yes,no,unknown,0.6,may,0.02615,0,0,0,unknown,no
0.191176,student,single,tertiary,no,0.044469,no,no,cellular,0.166667,aug,0.032109,0.081633,0.004587,0.24,other,no
0.25,management,married,tertiary,no,0.051113,no,no,cellular,0.133333,aug,0.050645,0.040816,0.112385,0.08,success,yes
0.279412,entrepreneur,married,secondary,no,0.046577,no,yes,cellular,0.466667,may,0.017544,0.204082,0.420872,0.04,other,no
0.441176,self-employed,married,secondary,no,0.049275,yes,yes,unknown,0.4,may,0.056935,0.040816,0,0,unknown,no
0.338235,services,married,secondary,no,0.048389,yes,no,cellular,0.333333,may,0.072162,0.040816,0,0,unknown,no
0.352941,blue-collar,married,primary,no,0.143032,yes,no,unknown,0.033333,jun,0.070506,0.061224,0,0,unknown,no
0.220588,blue-collar,married,secondary,no,0.036912,yes,no,unknown,0.833333,may,0.082092,0,0,0,unknown,no
0.588235,retired,single,secondary,no,0.049181,yes,no,unknown,0.866667,may,0.350546,0.081633,0,0,unknown,yes
0.235294,unknown,married,primary,no,0.049368,no,no,cellular,0.933333,aug,0.012248,0.020408,0,0,unknown,no
0.205882,blue-collar,single,secondary,no,0.225594,yes,no,unknown,0.633333,jun,0.007613,0.489796,0,0,unknown,no
0.220588,admin.,single,secondary,no,0.055825,yes,no,cellular,0.533333,apr,0.249586,0.020408,0,0,unknown,no
0.661765,retired,married,secondary,no,0.065596,no,no,telephone,0.933333,jul,0.098312,0.040816,0,0,unknown,yes
0.220588,entrepreneur,married,tertiary,no,0.044093,yes,no,cellular,0.5,jul,0.188679,0,0,0,unknown,no
0.852941,retired,married,tertiary,no,0.044469,no,no,cellular,0.5,oct,0.279047,0,0.069954,0.04,success,yes
0.558824,retired,married,primary,no,0.083757,no,yes,telephone,0.966667,jul,0.024495,0.081633,0,0,unknown,no
0.161765,blue-collar,married,secondary,no,0.051194,yes,yes,unknown,0.866667,may,0.168818,0,0,0,unknown,no
0.544118,housemaid,divorced,primary,yes,0.061086,no,no,unknown,0.133333,jun,0.514399,0,0,0,unknown,yes
0.441176,unknown,married,unknown,no,0.048509,no,no,cellular,0.433333,aug,0.259848,0.020408,0,0,unknown,no
0.794118,retired,married,primary,no,0.0631,no,no,cellular,0.633333,jul,0.047004,0.040816,0.219037,0.12,success,no
0.294118,technician,single,secondary,no,0.045838,yes,no,cellular,0.433333,aug,0.088712,0.020408,0,0,unknown,no
0.558824,technician,divorced,primary,no,0.044644,yes,no,cellular,0.233333,may,0.105594,0.020408,0.423165,0.08,failure,no
0.191176,self-employed,married,secondary,no,0.050013,yes,no,cellular,0.333333,jul,0.234359,0.020408,0,0,unknown,no
0.191176,technician,single,tertiary,no,0.107086,yes,no,unknown,0.666667,may,0.28335,0.020408,0,0,unknown,yes
0.382353,admin.,married,secondary,no,0.053033,yes,no,cellular,0.633333,aug,0.023502,0.163265,0,0,unknown,no
0.191176,blue-collar,married,secondary,no,0.045825,yes,no,unknown,0.6,may,0.0619,0.061224,0,0,unknown,no
0.176471,management,married,tertiary,no,0.060899,yes,yes,cellular,0.766667,jul,0.47567,0.020408,0,0,unknown,yes
0.441176,self-employed,married,secondary,no,0.059274,no,no,cellular,0.366667,aug,0.140351,0.020408,0,0,unknown,no
0.147059,services,married,secondary,no,0.094777,no,no,cellular,0.9,may,0.105263,0.040816,0,0,unknown,no
0.529412,technician,married,secondary,no,0.057288,yes,no,cellular,0.933333,jan,0.033102,0,0,0,unknown,no
0.161765,admin.,married,secondary,no,0.051422,yes,no,cellular,0.233333,may,0.040715,0,0,0,unknown,no
0.382353,services,single,primary,no,0.069878,yes,no,unknown,0.066667,jun,0.415425,0.102041,0,0,unknown,yes
0.294118,technician,married,tertiary,no,0.044657,no,no,cellular,0.9,jan,0.036412,0.020408,0,0,unknown,no
0.25,admin.,married,secondary,no,0.038791,yes,yes,unknown,0.4,may,0.033764,0,0,0,unknown,no
